feature|observation|otype|sindiv
2cd62276-6606-414c-8d4c-e02ca2fca4cd|Armstrong 3.22|Statement|1ab34b36-5118-4e55-95a6-019472e02243
2d11e62c-7d8d-4acc-a100-29d10277ff61|Armstrong 8.262|Statement|2ca0c51e-e1cb-4eeb-b05b-b9f310b33371
2d11e62c-7d8d-4acc-a100-29d10277ff61|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
2d11e62c-7d8d-4acc-a100-29d10277ff61|captive|101a0b9d-2623-428b-0138-7f8347cfc3fa|nan
2d11e62c-7d8d-4acc-a100-29d10277ff61|martyr|101a0b9d-2623-428b-0129-7f8347cfc3fa|nan
2d11e62c-7d8d-4acc-a100-29d10277ff61|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
2d11e62c-7d8d-4acc-a100-29d10277ff61|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
2d4ed395-777e-409b-9880-2063dffe9c97|human head|101a0b9d-2623-428b-0256-7f8347cfc3fa|nan
2d4ed395-777e-409b-9880-2063dffe9c97|thyrsos|d5a125b4-7c51-48d1-a412-936fe049116f|nan
2d4ed395-777e-409b-9880-2063dffe9c97|Löwenstein Bacchus im Kampf mit einem Inder (?)|Statement|31803c57-9e7a-4bd8-b600-8ae3c43c3505
2dc4690c-25d6-47bd-8d85-79dd297103c4|Armstrong 1.45|Statement|09b04a61-ae82-4954-a6b9-4a3ae84c3463
2dc4690c-25d6-47bd-8d85-79dd297103c4|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
2ddecd56-9991-4a5c-8a04-4806e535fc2d|Armstrong 9.16|Statement|8ce19702-e88e-43b4-af6c-bded46aaa879
2ddecd56-9991-4a5c-8a04-4806e535fc2d|Atlante E XVI|Statement|43bbb126-1d43-4343-b001-4f3206d50fb3
2ddecd56-9991-4a5c-8a04-4806e535fc2d|Paul|101a0b9d-2623-428b-0131-7f8347cfc3fa|nan
2ddecd56-9991-4a5c-8a04-4806e535fc2d|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
2ddecd56-9991-4a5c-8a04-4806e535fc2d|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
2e2d2825-ae8d-41c6-8ba2-3cf3caab8dc7|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
2e2d2825-ae8d-41c6-8ba2-3cf3caab8dc7|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
2e2d2825-ae8d-41c6-8ba2-3cf3caab8dc7|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
2e2d2825-ae8d-41c6-8ba2-3cf3caab8dc7|Löwenstein Hochzeit der Thetis|Statement|74a3e848-7552-498c-bf65-8cf230598054
2e38492b-4b3a-4c90-a659-e7cab9b84c63|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
2e38492b-4b3a-4c90-a659-e7cab9b84c63|Jonah|101a0b9d-2623-428b-0126-7f8347cfc3fa|nan
2e38492b-4b3a-4c90-a659-e7cab9b84c63|Armstrong 8.217|Statement|5dea17f0-dc1d-4210-8adf-60838e6f6ae6
2e4642d7-1482-497b-93a0-2541472ecb72|Hayes 87|Statement|nan
2e4642d7-1482-497b-93a0-2541472ecb72|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
2e4642d7-1482-497b-93a0-2541472ecb72|circle with arcs and circle at center|f49491a5-0978-4e93-8379-3e4498f9b931|nan
2e4642d7-1482-497b-93a0-2541472ecb72|Hayes 67|Statement|83432cba-4b2f-4111-ad77-c0cf28e53ae4
2e4642d7-1482-497b-93a0-2541472ecb72|grille-patterns|101a0b9d-2623-428b-0244-7f8347cfc3fa|nan
2e6d0729-6ce3-4aeb-b8de-4ae6d07f9eee|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
2e9c0f22-6549-4dce-8067-f7704ba25b44|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
2e9c0f22-6549-4dce-8067-f7704ba25b44|Armstrong 3.22|Statement|1ab34b36-5118-4e55-95a6-019472e02243
2ebb7d0c-c2fa-4af9-86ae-af29666060c6|Armstrong 5.106|Statement|3e83d102-5425-4754-bf26-2385d9510def
2ebb7d0c-c2fa-4af9-86ae-af29666060c6|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
2ebb7d0c-c2fa-4af9-86ae-af29666060c6|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
2ef75c66-af67-4c72-9153-62db40bf9863|Hayes|Statement|nan
2ef75c66-af67-4c72-9153-62db40bf9863|volutes|101a0b9d-2623-428b-0247-7f8347cfc3fa|nan
2f0e6c40-8463-44b1-9464-ea8411fc793e|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
2f0e6c40-8463-44b1-9464-ea8411fc793e|Armstrong 5.4|Statement|aa1a43c1-7ee7-4c7e-9d26-6fcef8e31cee
2f26c146-778d-41fb-977f-e7241f35e03e|Armstrong 8.237A|Statement|18ec26c1-8772-445e-81b9-1229f3eb7c56
2f26c146-778d-41fb-977f-e7241f35e03e|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
2f2c6fae-f6e5-432f-9170-2c23b6cdd0fb|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa|nan
2f2c6fae-f6e5-432f-9170-2c23b6cdd0fb|Armstrong 1.89|Statement|6d8a3d1b-f6b1-4209-be69-89ecc1d2605f
2f6b9de5-7346-41b7-8a2c-aba95381e6a9|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
2f6b9de5-7346-41b7-8a2c-aba95381e6a9|Armstrong 6.19|Statement|ae0df4f8-68d4-41df-9d3a-c7c0f84b4ff4
2f752ea6-bf47-4742-a6a2-3661eb3f629b|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
2fd78b83-8d1e-4556-aae7-7b69ca13e007|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
2fd78b83-8d1e-4556-aae7-7b69ca13e007|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
2fd78b83-8d1e-4556-aae7-7b69ca13e007|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa|nan
2fd78b83-8d1e-4556-aae7-7b69ca13e007|Löwenstein fischende Eroten II|Statement|f1447d83-ce0e-4f67-be00-eed3a18f5110
2fd78b83-8d1e-4556-aae7-7b69ca13e007|Armstrong 8.30|Statement|10a31f07-2ddf-430d-b274-04babea6d5e4
302e7952-16ef-484d-b6b5-025d5ab264ee|Atlante C IX|Statement|f6dcf133-fe9a-4ab3-9f77-318eed7264ae
302e7952-16ef-484d-b6b5-025d5ab264ee|dots|5481af93-bed2-4bd7-9561-046fa3120eb6|nan
30571cc4-0d79-40c7-a349-70fa7811dafb|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
30571cc4-0d79-40c7-a349-70fa7811dafb|Armstrong 8.56A|Statement|d68fef4d-1b2e-4224-be0f-82e7ce2e5044
30571cc4-0d79-40c7-a349-70fa7811dafb|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
30571cc4-0d79-40c7-a349-70fa7811dafb|Löwenstein Satyr II|Statement|fa1b5075-c17f-4349-87c7-1f4d5f5cda87
305df036-9135-4f23-b52e-a568471cb532|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
305df036-9135-4f23-b52e-a568471cb532|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
305df036-9135-4f23-b52e-a568471cb532|Löwenstein weibl. Gewandfigur I|Statement|ef5204ee-3444-4e0c-96f9-ce6f5d631ee8
30607a9d-e104-4f9c-b682-335b27a2314d|dots|5481af93-bed2-4bd7-9561-046fa3120eb6|nan
3078e58c-4ded-4fff-a046-5fe7d18e5d72|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
3078e58c-4ded-4fff-a046-5fe7d18e5d72|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
30905a99-822f-4f6d-aa39-0efff0d3095a|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
30905a99-822f-4f6d-aa39-0efff0d3095a|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
3120ad89-38b5-4511-a655-0b49fbe7800e|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
3120ad89-38b5-4511-a655-0b49fbe7800e|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
31540d12-d116-48f9-9245-15a3c0fa2305|Armstrong 7.9|Statement|1dcc7ba6-f372-45fe-a587-ac0c7deb9c7c
31540d12-d116-48f9-9245-15a3c0fa2305|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
31540d12-d116-48f9-9245-15a3c0fa2305|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
3158f323-494c-421d-9b61-f82a314b8e75|Hayes 1|Statement|9db8aeba-e99c-4f7d-9145-011ef086c5e3
3158f323-494c-421d-9b61-f82a314b8e75|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
31707ed6-bf36-4d74-aa48-f36970dfc700|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
31bb1c9c-f494-4383-ad9f-055a3c39e1f8|Armstrong 6.47|Statement|e62fdb38-bf95-4f3c-a680-9a7c5ff4be47
31bb1c9c-f494-4383-ad9f-055a3c39e1f8|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
31c60774-b161-4906-a98b-9eb4a1696085|Armstrong 6.180|Statement|7284feb7-5ba2-4324-8651-7110efe430fd
31c60774-b161-4906-a98b-9eb4a1696085|camel|101a0b9d-2623-428b-0016-7f8347cfc3fa|nan
31d01d2e-a69a-4be3-8fdf-0ef38ed65527|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa|nan
31d01d2e-a69a-4be3-8fdf-0ef38ed65527|Armstrong 1.89|Statement|6d8a3d1b-f6b1-4209-be69-89ecc1d2605f
31d27fb1-4c4c-44d7-9a81-d8d594a19d82|captive|101a0b9d-2623-428b-0138-7f8347cfc3fa|nan
31d27fb1-4c4c-44d7-9a81-d8d594a19d82|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
31d27fb1-4c4c-44d7-9a81-d8d594a19d82|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
31d27fb1-4c4c-44d7-9a81-d8d594a19d82|martyr|101a0b9d-2623-428b-0129-7f8347cfc3fa|nan
32a83951-8ee7-49ea-8c3d-eb0a1d2ac51a|Atlante VIII A1b|Statement|e1f70788-a3b9-40ec-9039-c5091d18f6f8
32a83951-8ee7-49ea-8c3d-eb0a1d2ac51a|Atlante VIII A1b|Statement|fda3be0c-bcbe-44bf-9115-23e9b94278b8
32a83951-8ee7-49ea-8c3d-eb0a1d2ac51a|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
32a83951-8ee7-49ea-8c3d-eb0a1d2ac51a|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
32a96e1d-e22c-435d-a52a-22d084628761|venator|101a0b9d-2623-428b-0146-7f8347cfc3fa|nan
32a96e1d-e22c-435d-a52a-22d084628761|Armstrong 7.37/7.38|Statement|354ad698-1d48-446d-ab94-3d3b0ffc4eed
32c35707-b69e-4787-8556-495a99f21563|Armstrong 6.38|Statement|4c82f591-ffe6-4e32-aad7-5dde812b5014
32c35707-b69e-4787-8556-495a99f21563|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
32cee38c-1f0c-459b-adf9-83e15e821087|zigzag|5d112c71-ffe9-4092-a19d-64c16e6c1a46|nan
32cee38c-1f0c-459b-adf9-83e15e821087|strokes|c10229ef-a21b-4a53-acbe-29524904c63e|nan
32cee38c-1f0c-459b-adf9-83e15e821087|circle|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
32cee38c-1f0c-459b-adf9-83e15e821087|cross|101a0b9d-2623-428b-0241-7f8347cfc3fa|nan
32cee38c-1f0c-459b-adf9-83e15e821087|triangles|101a0b9d-2623-428b-0253-7f8347cfc3fa|nan
32e2e24d-93a2-49ab-9d2f-f718d2a5b3f6|branch|101a0b9d-2623-428b-0051-7f8347cfc3fa|nan
32e2e24d-93a2-49ab-9d2f-f718d2a5b3f6|Atlante 13|Statement|bdf3acde-c96f-4048-819b-efdf2f1d8f95
32e2e24d-93a2-49ab-9d2f-f718d2a5b3f6|Armstrong 2.50|Statement|11cf1d2c-ca61-41c7-a1d2-d04d4f0a01ae
32f15e70-9652-4e46-87c9-fc12bfda71fa|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
32f15e70-9652-4e46-87c9-fc12bfda71fa|Hayes 209A|Statement|nan
331464bc-7abc-46a5-b4e1-adb5f71c6b82|Lazarus|101a0b9d-2623-428b-0128-7f8347cfc3fa|nan
331464bc-7abc-46a5-b4e1-adb5f71c6b82|tomb|88175914-3334-4f14-abbd-1c2e47181993|nan
331464bc-7abc-46a5-b4e1-adb5f71c6b82|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
331464bc-7abc-46a5-b4e1-adb5f71c6b82|pediment|9c1c2cca-6970-4ed1-96b2-c65b200d69d1|nan
331464bc-7abc-46a5-b4e1-adb5f71c6b82|Armstrong 8.200|Statement|913c6a31-c509-413e-83cf-5892f1c7e38f
3479cd72-448d-445a-8225-d28ba1cf430b|animal|6ccb869c-2356-440c-b94a-ab2e607ab883|nan
3498703d-1ea3-4a67-b536-b8fa780465f3|circles|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
3498703d-1ea3-4a67-b536-b8fa780465f3|Hayes|Statement|nan
349f29b1-31b5-48a7-a6bc-346bf66eadd0|Atlante C IX|Statement|f6dcf133-fe9a-4ab3-9f77-318eed7264ae
349f29b1-31b5-48a7-a6bc-346bf66eadd0|sand|bb9a27ba-ebe6-4f3e-a95a-1522d82278a8|nan
34daf948-743f-4fd7-b409-193279a68a97|fruit|101a0b9d-2623-428b-0055-7f8347cfc3fa|nan
34daf948-743f-4fd7-b409-193279a68a97|Eve|101a0b9d-2623-428b-0122-7f8347cfc3fa|nan
34daf948-743f-4fd7-b409-193279a68a97|armlet|101a0b9d-2623-428b-0202-7f8347cfc3fa|nan
34daf948-743f-4fd7-b409-193279a68a97|Armstrong 8.204|Statement|66784001-b1a4-4f33-9e2f-267540b3772a
34daf948-743f-4fd7-b409-193279a68a97|necklace|2d45576e-2ead-4765-ad29-215996154032|nan
34daf948-743f-4fd7-b409-193279a68a97|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
3530c173-be81-4995-8063-cd3e02bbc9d7|leaf-spray|8df6d8b5-832c-4e67-9feb-ce20031e9b0b|nan
3554631a-0573-46a5-8bcb-9bcb086d3a6d|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
355a353c-8be1-4a62-ba6e-1791a9030308|hand|1aeeab4b-9a3e-4279-84bd-be50fa53d7c7|nan
355a353c-8be1-4a62-ba6e-1791a9030308|Armstrong 3.25|Statement|507a4838-5e04-44b8-a80a-14f563a91ba8
355a353c-8be1-4a62-ba6e-1791a9030308|stone pine|101a0b9d-2623-428b-0069-7f8347cfc3fa|nan
355a353c-8be1-4a62-ba6e-1791a9030308|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa|nan
357e9c36-9737-427a-aec2-375cae87be03|trefoil pattern|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
35dd48f8-b11f-4e5e-bb5b-462c2931437b|Armstrong 9.24A-D|Statement|aa844ed0-0c4a-4ba5-82dd-a71886ff3f3b
35dd48f8-b11f-4e5e-bb5b-462c2931437b|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
35dd48f8-b11f-4e5e-bb5b-462c2931437b|bust|101a0b9d-2623-428b-0186-7f8347cfc3fa|nan
35dd48f8-b11f-4e5e-bb5b-462c2931437b|Atlante a1|Statement|a6e138b2-dccb-41bc-a924-71e606a6f2d0
361a9ebe-08f7-4deb-9468-95d9cd6abb80|Armstrong 8.198|Statement|2fbd2c58-d1bb-4eb0-9ee7-31a99bc24793
361a9ebe-08f7-4deb-9468-95d9cd6abb80|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
361a9ebe-08f7-4deb-9468-95d9cd6abb80|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
361a9ebe-08f7-4deb-9468-95d9cd6abb80|bed|101a0b9d-2623-428b-0177-7f8347cfc3fa|nan
361a9ebe-08f7-4deb-9468-95d9cd6abb80|paralytic|101a0b9d-2623-428b-0130-7f8347cfc3fa|nan
361a9ebe-08f7-4deb-9468-95d9cd6abb80|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
365ce98e-31d6-4fdb-8dcb-381ba644fb8b|Armstrong 6.183|Statement|179ea759-38d9-4c69-843b-7afe26458e37
365ce98e-31d6-4fdb-8dcb-381ba644fb8b|elephant|101a0b9d-2623-428b-0021-7f8347cfc3fa|nan
36db1054-4017-4130-bd97-79bfaf5532cf|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
36db1054-4017-4130-bd97-79bfaf5532cf|Armstrong 8.13|Statement|13a552be-0ce1-4340-bbaa-c24298cb505b
36db1054-4017-4130-bd97-79bfaf5532cf|basket|43168e92-75da-42d9-bbe6-e0256bec6171|nan
36db1054-4017-4130-bd97-79bfaf5532cf|Löwenstein Eroten bei der Weinernte I|Statement|7ae27bc4-5c4b-4d29-a898-d2a0a07f2434
3730bf30-ad94-48b1-a0f6-ac3c247e01c9|Armstrong 9.8|Statement|2e8ee0be-9e68-4aef-bcbe-9e391b40bc4c
3730bf30-ad94-48b1-a0f6-ac3c247e01c9|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
3730bf30-ad94-48b1-a0f6-ac3c247e01c9|sceptre|101a0b9d-2623-428b-0228-7f8347cfc3fa|nan
3730bf30-ad94-48b1-a0f6-ac3c247e01c9|toga|101a0b9d-2623-428b-0222-7f8347cfc3fa|nan
3759961e-c7a4-4712-af08-d3501432bb7e|circles|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
3759961e-c7a4-4712-af08-d3501432bb7e|Hayes|Statement|nan
375c13e7-b3d8-4ecb-aea9-922a71efa4eb|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
375c13e7-b3d8-4ecb-aea9-922a71efa4eb|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
375c13e7-b3d8-4ecb-aea9-922a71efa4eb|dots|5481af93-bed2-4bd7-9561-046fa3120eb6|nan
375c13e7-b3d8-4ecb-aea9-922a71efa4eb|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
375eae9c-4148-48de-9119-64ebea69f6ac|column|101a0b9d-2623-428b-0187-7f8347cfc3fa|nan
375eae9c-4148-48de-9119-64ebea69f6ac|Armstrong 2.40|Statement|cc1df05c-290f-4b47-ab27-57d3b1d1b398
3764b3b3-f863-4bb3-916f-4c14d664173f|basket|43168e92-75da-42d9-bbe6-e0256bec6171|nan
3764b3b3-f863-4bb3-916f-4c14d664173f|Löwenstein Eroten bei der Weinernte I|Statement|7ae27bc4-5c4b-4d29-a898-d2a0a07f2434
3764b3b3-f863-4bb3-916f-4c14d664173f|Armstrong 8.13|Statement|13a552be-0ce1-4340-bbaa-c24298cb505b
3764b3b3-f863-4bb3-916f-4c14d664173f|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
3781fe14-0c7c-47eb-a3cf-7a8f0240ce2a|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
3781fe14-0c7c-47eb-a3cf-7a8f0240ce2a|palm-branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
37913781-b0e3-4a1d-806e-516f89fec19d|Hayes 72|Statement|nan
37913781-b0e3-4a1d-806e-516f89fec19d|grille-patterns|101a0b9d-2623-428b-0244-7f8347cfc3fa|nan
37913781-b0e3-4a1d-806e-516f89fec19d|square with circle|9b125de7-69ca-482b-a4fc-33616ff8e8f9|nan
37cc9371-d803-4bda-94e8-09ddab47aa7e|victorious charioteer|101a0b9d-2623-428b-0147-7f8347cfc3fa|nan
37cc9371-d803-4bda-94e8-09ddab47aa7e|horses|101a0b9d-2623-428b-0027-7f8347cfc3fa|nan
37cc9371-d803-4bda-94e8-09ddab47aa7e|chariot|101a0b9d-2623-428b-0160-7f8347cfc3fa|nan
37cc9371-d803-4bda-94e8-09ddab47aa7e|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
37cc9371-d803-4bda-94e8-09ddab47aa7e|Armstrong 7.63|Statement|027635dd-4f41-4738-be57-8bcd8e2771d2
383ee57f-05f2-4e98-8555-aa9283f05d4e|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
383ee57f-05f2-4e98-8555-aa9283f05d4e|swan|101a0b9d-2623-428b-0046-7f8347cfc3fa|nan
383ee57f-05f2-4e98-8555-aa9283f05d4e|goose|101a0b9d-2623-428b-0015-7f8347cfc3fa|nan
383ee57f-05f2-4e98-8555-aa9283f05d4e|Armstrong 8.15|Statement|761765e0-5698-47de-86b8-e688d5199a31
38c96980-679d-4383-bd6b-27e3dc8c13c9|Armstrong 3.8|Statement|522a11e5-ff73-475a-8dbf-cb5ba6db2faa
38c96980-679d-4383-bd6b-27e3dc8c13c9|palm-branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|Thyrsos|d5a125b4-7c51-48d1-a412-936fe049116f|nan
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|Cantharus|101a0b9d-2623-428b-0178-7f8347cfc3fa|nan
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|Armstrong 8.56|Statement|3cc0392e-84d6-4d29-95f7-8d30d914bb6d
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
397a01a0-3cad-4ceb-9e5a-94bfd86de4d7|Löwenstein Satyr II|Statement|fa1b5075-c17f-4349-87c7-1f4d5f5cda87
39a339c4-ee4e-473a-9b72-af5544fb1de0|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
39a339c4-ee4e-473a-9b72-af5544fb1de0|Lazarus|101a0b9d-2623-428b-0128-7f8347cfc3fa|nan
3a1d28cd-7f77-47c0-8798-c5bde843b99f|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
3a1d28cd-7f77-47c0-8798-c5bde843b99f|Löwenstein Entdeckung Achills auf Skyros|Statement|d2d88ce6-86c6-4c4b-9cc6-c866bbc82de5
3a1d28cd-7f77-47c0-8798-c5bde843b99f|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
3a1d28cd-7f77-47c0-8798-c5bde843b99f|Achilles|101a0b9d-2623-428b-0080-7f8347cfc3fa|nan
3a1d28cd-7f77-47c0-8798-c5bde843b99f|Hayes Achilles cycle|Statement|e0936d7a-e0c7-4769-9cd3-48c1ebb1bd44
3a5f701b-b031-4308-b3d6-214477226526|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
3a70bc92-39f9-4441-994c-6eb0513d4fcb|Löwenstein Eros VII|Statement|f90706e3-2a16-4060-8d61-95c61e393922
3a70bc92-39f9-4441-994c-6eb0513d4fcb|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
3a70bc92-39f9-4441-994c-6eb0513d4fcb|torch|101a0b9d-2623-428b-0153-7f8347cfc3fa|nan
3a70bc92-39f9-4441-994c-6eb0513d4fcb|Armstrong 8.1|Statement|c30c01b2-9c7e-45ec-833b-f734e1000004
3a9e48ac-7411-41db-8cbb-76708ad402ee|medallions|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
3a9e48ac-7411-41db-8cbb-76708ad402ee|circle with dot-fringes and cross|662756b5-b08a-4576-9932-d6ae88292d90|nan
3a9e48ac-7411-41db-8cbb-76708ad402ee|Hayes 88|Statement|nan
3a9e48ac-7411-41db-8cbb-76708ad402ee|circle with arcs and circle at center|f49491a5-0978-4e93-8379-3e4498f9b931|nan
3aa1c342-21ce-4ebb-a11f-b9a7884a3379|Armstrong 8.258|Statement|c8a51816-1018-42b3-b00e-6c62411dfb22
3aa1c342-21ce-4ebb-a11f-b9a7884a3379|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
3aa1c342-21ce-4ebb-a11f-b9a7884a3379|orant|101a0b9d-2623-428b-0142-7f8347cfc3fa|nan
3aa1c342-21ce-4ebb-a11f-b9a7884a3379|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
3ac5c801-72df-446d-9cb3-80aec6686e29|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
3ac5c801-72df-446d-9cb3-80aec6686e29|Armstrong 6.37|Statement|dd29f745-c169-46c1-a0a0-955bef6f5e28
3ae4607b-8b4a-4227-9c7a-8073f13c1185|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
3ae4607b-8b4a-4227-9c7a-8073f13c1185|Armstrong 5.106|Statement|3e83d102-5425-4754-bf26-2385d9510def
3ae4607b-8b4a-4227-9c7a-8073f13c1185|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
3b152e09-06be-4cf9-9981-91cb328fb83f|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
3b152e09-06be-4cf9-9981-91cb328fb83f|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
3b152e09-06be-4cf9-9981-91cb328fb83f|Atlante X B1a|Statement|8c3f7ac1-71e8-4135-8ae3-c715c44e80a7
3b152e09-06be-4cf9-9981-91cb328fb83f|Atlante X B1a|Statement|fbfa4b8d-1ef3-4d7b-b6a4-fc86fc6e721a
3b26d62c-6262-49c6-907d-cdd0fad8d6f5|camel|101a0b9d-2623-428b-0016-7f8347cfc3fa|nan
3b26d62c-6262-49c6-907d-cdd0fad8d6f5|Armstrong 6.181|Statement|56ee2f80-6a13-45f8-833d-453ee1ecc095
3b712f7e-686e-4af4-b863-88601ca3c51a|Mithras|101a0b9d-2623-428b-0099-7f8347cfc3fa|nan
3b712f7e-686e-4af4-b863-88601ca3c51a|Löwenstein Mithras Tauroktonos Var.|Statement|4686da6a-9a43-4816-8e93-91cb2fb2c239
3b712f7e-686e-4af4-b863-88601ca3c51a|Armstrong 8.86/8.87|Statement|f07d6257-43f6-44a8-bad1-971ee029140b
3b712f7e-686e-4af4-b863-88601ca3c51a|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
3b712f7e-686e-4af4-b863-88601ca3c51a|bull|101a0b9d-2623-428b-0014-7f8347cfc3fa|nan
3dbac4ce-5cdc-44f4-8e96-c4d2a26df4de|leopard|101a0b9d-2623-428b-0030-7f8347cfc3fa|nan
3dbac4ce-5cdc-44f4-8e96-c4d2a26df4de|Armstrong 6.68|Statement|76f00584-f0f9-46b7-af79-a46003e32bc4
3dd57e44-e8ab-41ce-a939-b10e63448060|petal|101a0b9d-2623-428b-0066-7f8347cfc3fa|nan
3df414fb-6536-4a10-a733-25e182adf0a1|bull|101a0b9d-2623-428b-0014-7f8347cfc3fa|nan
3df414fb-6536-4a10-a733-25e182adf0a1|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
3df414fb-6536-4a10-a733-25e182adf0a1|Atlante C IX|Statement|f6dcf133-fe9a-4ab3-9f77-318eed7264ae
3e5d4fba-52be-4b03-8b64-c8ebf706b544|grille-patterns|101a0b9d-2623-428b-0244-7f8347cfc3fa|nan
